Navn;Stasjon;Tid(norsk normaltid);Snødybde;Nedbør (døgn);Middeltemperatur (døgn);Gjennomsnittlig skydekke (døgn);Høyeste middelvind (døgn)
Venabu;SN13420;13.04.2002;60;0,2;-0,1;6,7;9,8
Venabu;SN13420;14.04.2002;60;0;0,9;8;4,6
Venabu;SN13420;15.04.2002;58;0,6;1;7,3;2,6
Venabu;SN13420;16.04.2002;55;0,1;0,1;1;4,1
Venabu;SN13420;17.04.2002;55;0;-0,1;5,3;4,1
Venabu;SN13420;18.04.2002;55;0;2;6,7;3,1
Venabu;SN13420;19.04.2002;55;0,1;2,5;7;3,1
Venabu;SN13420;20.04.2002;45;0;3,5;3,7;4,6
Venabu;SN13420;21.04.2002;43;0;3;2,7;4,1
Venabu;SN13420;22.04.2002;40;0,2;2,5;7,7;6,7
Venabu;SN13420;23.04.2002;38;1;4,3;6;7,2
Venabu;SN13420;24.04.2002;35;0,5;6,4;3,3;6,7
Venabu;SN13420;25.04.2002;33;0;6,3;5;6,2
Venabu;SN13420;26.04.2002;30;0;2,8;5,7;6,2
Venabu;SN13420;27.04.2002;28;0,2;1,1;7,7;5,1
Venabu;SN13420;28.04.2002;28;1,4;0,7;7,3;6,2
Venabu;SN13420;29.04.2002;28;2,6;0,5;8;7,7
Venabu;SN13420;30.04.2002;24;2,3;0,2;8;7,2
Venabu;SN13420;01.05.2002;24;13,5;1,4;8;8,2
Venabu;SN13420;02.05.2002;20;14,7;2,4;5,7;7,7
Venabu;SN13420;03.05.2002;18;0,1;1,9;5;3,6
Venabu;SN13420;04.05.2002;18;0;3,4;2;4,6
Venabu;SN13420;05.05.2002;16;0;2,7;1,7;6,2
Venabu;SN13420;06.05.2002;14;0;2,9;4,7;4,6
Venabu;SN13420;07.05.2002;12;0;8,8;1;3,6
Venabu;SN13420;08.05.2002;10;0;6,8;6,7;5,7
Venabu;SN13420;09.05.2002;10;0;7,6;2,7;8,2
Venabu;SN13420;10.05.2002;0;0;8,2;6,7;4,1
Venabu;SN13420;11.05.2002;0;0;9;5;6,7
Venabu;SN13420;12.05.2002;0;0;7;7,7;7,2
Venabu;SN13420;13.05.2002;0;5,3;6,5;4,7;4,6
Venabu;SN13420;14.05.2002;0;0;9,4;3;7,2
Venabu;SN13420;15.05.2002;0;0;7,7;5,3;6,7
Venabu;SN13420;16.05.2002;0;0;5,5;4,3;6,7
Venabu;SN13420;17.05.2002;0;0;4,5;3;11,8
Venabu;SN13420;18.05.2002;0;0;5;0;8,7
Venabu;SN13420;19.05.2002;0;0;6,5;1;7,7
Venabu;SN13420;20.05.2002;0;0;7,5;4,7;5,1
Venabu;SN13420;21.05.2002;0;0;9,7;7,3;5,1
Venabu;SN13420;22.05.2002;0;0;10,9;3,7;7,2
Venabu;SN13420;23.05.2002;0;0;12,9;6,3;7,2
Venabu;SN13420;24.05.2002;0;0;10,3;8;5,1
Venabu;SN13420;25.05.2002;0;26,1;5,2;7,7;6,2
Venabu;SN13420;26.05.2002;0;13,3;6,5;6,7;4,1
Venabu;SN13420;27.05.2002;0;0,4;5,9;7,7;7,7
Venabu;SN13420;28.05.2002;0;13,3;4,9;8;7,2
Venabu;SN13420;29.05.2002;0;17,7;9,1;5,3;5,1
Venabu;SN13420;30.05.2002;0;1,1;6,7;7,7;4,6
Venabu;SN13420;31.05.2002;0;6,5;6,2;6,7;4,1
Venabu;SN13420;01.06.2002;0;4,4;9,2;4;4,1
Venabu;SN13420;02.06.2002;0;0;12,4;5,3;4,1
Venabu;SN13420;03.06.2002;0;0;13,2;3,7;4,6
Venabu;SN13420;04.06.2002;0;0;13,8;4,7;6,7
Venabu;SN13420;05.06.2002;0;0;15,6;4,7;5,1
Venabu;SN13420;06.06.2002;0;0;15,7;1,7;4,6
Venabu;SN13420;07.06.2002;0;0;16,9;3,3;5,7
Venabu;SN13420;08.06.2002;0;0;15,6;6;5,1
Venabu;SN13420;09.06.2002;0;1,4;15,2;2,7;4,1
Venabu;SN13420;10.06.2002;0;3,9;10,8;7;5,7
Venabu;SN13420;11.06.2002;0;22,4;11,2;7;6,7
Venabu;SN13420;12.06.2002;0;8,1;8,2;7,3;5,7
Venabu;SN13420;13.06.2002;0;1,4;7,2;6;4,6
Venabu;SN13420;14.06.2002;0;2,5;8,5;5;6,2
Venabu;SN13420;15.06.2002;0;0,7;8,7;7,3;5,1
Venabu;SN13420;16.06.2002;0;2,8;9,9;2,7;8,2
Venabu;SN13420;17.06.2002;0;0;10;5,7;7,2
Venabu;SN13420;18.06.2002;0;0,9;10,5;8;6,2
Venabu;SN13420;19.06.2002;0;14,7;9,6;3;6,2
Venabu;SN13420;20.06.2002;0;0,5;9,7;5,3;6,7
Venabu;SN13420;21.06.2002;0;0;8,6;7,3;6,7
Venabu;SN13420;22.06.2002;0;0,2;9,1;6,3;4,1
Venabu;SN13420;23.06.2002;0;5;9;7,7;7,2
Venabu;SN13420;24.06.2002;0;1;9,1;4,7;7,2
Venabu;SN13420;25.06.2002;0;0;7,5;6,3;4,6
Venabu;SN13420;26.06.2002;0;1,2;7;6,3;5,7
Venabu;SN13420;27.06.2002;0;6;6,2;6,3;8,2
Venabu;SN13420;28.06.2002;0;4,7;8,7;5,3;10,3
Venabu;SN13420;29.06.2002;0;2,4;8,2;5;8,2
Venabu;SN13420;30.06.2002;0;4,2;7,9;5,7;7,7
Venabu;SN13420;01.07.2002;0;0,3;9,7;5,7;5,1
Venabu;SN13420;02.07.2002;0;0,5;7,4;7,3;5,7
Venabu;SN13420;03.07.2002;0;8,8;7,6;6,7;6,2
Venabu;SN13420;04.07.2002;0;3,8;9,6;7,3;3,1
Venabu;SN13420;05.07.2002;0;9,2;9,4;6,7;6,2
Venabu;SN13420;06.07.2002;0;0,4;7,8;5,3;-
Venabu;SN13420;07.07.2002;0;8,7;7,2;7,7;-
Venabu;SN13420;08.07.2002;0;2;8,3;7,3;-
Venabu;SN13420;09.07.2002;0;0,5;11,2;8;-
Venabu;SN13420;10.07.2002;0;3,2;14,4;7,3;-
Venabu;SN13420;11.07.2002;0;28,1;12,6;7;-
Venabu;SN13420;12.07.2002;0;5,5;9,1;3,7;-
Venabu;SN13420;13.07.2002;0;0,7;11,8;2,7;-
Venabu;SN13420;14.07.2002;0;0;13,7;6;-
Venabu;SN13420;15.07.2002;0;1,5;13,9;5,7;-
Venabu;SN13420;16.07.2002;0;0;14,5;4,7;-
Venabu;SN13420;17.07.2002;0;1,3;13,9;5,3;-
Venabu;SN13420;18.07.2002;0;3;12,2;7;-
Venabu;SN13420;19.07.2002;0;0;13,5;7,3;-
Venabu;SN13420;20.07.2002;0;0,9;13,2;7,3;-
Venabu;SN13420;21.07.2002;0;0;13,9;6,3;-
Venabu;SN13420;22.07.2002;0;0;13,2;7,3;-
Venabu;SN13420;23.07.2002;0;3,4;10;8;-
Venabu;SN13420;24.07.2002;0;0,7;9,1;7,7;-
Venabu;SN13420;25.07.2002;0;0,2;9,1;6;-
Venabu;SN13420;26.07.2002;0;4,8;11,5;3;-
Venabu;SN13420;27.07.2002;0;0,1;10,6;3,7;-
Venabu;SN13420;28.07.2002;0;0;12,7;6,7;-
Venabu;SN13420;29.07.2002;0;0,4;15,2;6,7;-
Venabu;SN13420;30.07.2002;0;0;17;4,7;-
Venabu;SN13420;31.07.2002;0;0;17;7,3;-
Venabu;SN13420;01.08.2002;0;0;17;3,3;7,2
Venabu;SN13420;02.08.2002;0;0;16,2;6,3;7,2
Venabu;SN13420;03.08.2002;0;0;16;3,3;3,6
Venabu;SN13420;04.08.2002;0;0;15,9;6,7;3,1
Venabu;SN13420;05.08.2002;0;0;15,3;6,3;4,1
Venabu;SN13420;06.08.2002;0;0;14,6;4,7;4,6
Venabu;SN13420;07.08.2002;0;4,1;16,2;6,3;4,6
Venabu;SN13420;08.08.2002;0;2;16,5;4;6,2
Venabu;SN13420;09.08.2002;0;0;14,3;3,3;4,1
Venabu;SN13420;10.08.2002;0;0;13,2;5;5,7
Venabu;SN13420;11.08.2002;0;6,6;14;5,7;5,1
Venabu;SN13420;12.08.2002;0;0,7;13,6;7,7;4,1
Venabu;SN13420;13.08.2002;0;4,2;14,9;4,3;4,6
Venabu;SN13420;14.08.2002;0;0;14,6;4;5,7
Venabu;SN13420;15.08.2002;0;0;14,8;2,7;4,6
Venabu;SN13420;16.08.2002;0;0;16,4;4,7;4,1
Venabu;SN13420;17.08.2002;0;0;15,9;6;5,1
Venabu;SN13420;18.08.2002;0;0;16,3;5,3;4,1
Venabu;SN13420;19.08.2002;0;0;15,3;3,7;4,6
Venabu;SN13420;20.08.2002;0;0;14;7,3;4,1
Venabu;SN13420;21.08.2002;0;0,2;15,7;4,3;4,1
Venabu;SN13420;22.08.2002;0;0;15,3;1,3;3,6
Venabu;SN13420;23.08.2002;0;0;16,1;3,7;4,1
Venabu;SN13420;24.08.2002;0;0;15,4;1,3;4,1
Venabu;SN13420;25.08.2002;0;0;14,8;4,7;6,2
Venabu;SN13420;26.08.2002;0;0;15,1;3;4,1
Venabu;SN13420;27.08.2002;0;0;11,9;4,7;4,6
Venabu;SN13420;28.08.2002;0;7,2;11,5;4,3;4,6
Venabu;SN13420;29.08.2002;0;0;10,7;7,3;7,2
Venabu;SN13420;30.08.2002;0;4,2;10;5,3;6,2
Venabu;SN13420;31.08.2002;0;8;7,7;7;7,7
Venabu;SN13420;01.09.2002;0;0,7;8,1;5;9,3
Venabu;SN13420;02.09.2002;0;1,3;9;5;5,1
Venabu;SN13420;03.09.2002;0;0;12,3;5,7;4,1
Venabu;SN13420;04.09.2002;0;0;11,8;5,7;5,1
Venabu;SN13420;05.09.2002;0;4,3;10,2;7,3;6,7
Venabu;SN13420;06.09.2002;0;8,8;8,4;7,3;4,6
Venabu;SN13420;07.09.2002;0;1,7;8,3;7,3;5,1
Venabu;SN13420;08.09.2002;0;6,4;10,8;6,7;3,6
Venabu;SN13420;09.09.2002;0;0,2;13;5,3;3,6
Venabu;SN13420;10.09.2002;0;0;12,5;2;4,6
Venabu;SN13420;11.09.2002;0;0;11,8;1,3;4,1
Venabu;SN13420;12.09.2002;0;0;12,6;2,7;5,1
Venabu;SN13420;13.09.2002;0;0;11,8;4,3;11,3
Venabu;SN13420;14.09.2002;0;0;7,4;4;12,9
Venabu;SN13420;15.09.2002;0;0;5,6;4;9,3
Venabu;SN13420;16.09.2002;0;4,9;8,9;5,3;7,2
Venabu;SN13420;17.09.2002;0;0;7,3;5,3;6,7
Venabu;SN13420;18.09.2002;0;0;4,9;4,3;9,3
Venabu;SN13420;19.09.2002;0;0;1,3;5,7;4,6
Venabu;SN13420;20.09.2002;0;2,8;3,2;5,7;4,1
Venabu;SN13420;21.09.2002;0;0,8;2,6;6,3;6,2
Venabu;SN13420;22.09.2002;0;3;2,6;4,7;8,2
Venabu;SN13420;23.09.2002;0;0,4;0,5;7,7;6,7
Venabu;SN13420;24.09.2002;0;0,3;5,4;6;9,3
Venabu;SN13420;25.09.2002;0;0;1,1;3,3;6,2
Venabu;SN13420;26.09.2002;0;0;-0,1;2;3,6
Venabu;SN13420;27.09.2002;0;0;1,4;7,3;2,1
Venabu;SN13420;28.09.2002;0;0,4;3,7;6;5,7
Venabu;SN13420;29.09.2002;0;0,1;6,9;6,7;3,6
Venabu;SN13420;30.09.2002;0;0,7;6,1;7,3;5,7
Venabu;SN13420;01.10.2002;0;2,1;1,9;8;4,6
Venabu;SN13420;02.10.2002;0;0,2;4,9;5,3;2,6
Venabu;SN13420;03.10.2002;0;0,2;6,6;5,3;2,1
Venabu;SN13420;04.10.2002;0;1,4;4,9;5,3;8,2
Venabu;SN13420;05.10.2002;0;3;1,3;5,3;6,7
Venabu;SN13420;06.10.2002;0;1,9;-2,3;8;3,1
Venabu;SN13420;07.10.2002;0;3,8;-3,5;7,3;4,1
Venabu;SN13420;08.10.2002;0;0;-4,2;8;2,6
Venabu;SN13420;09.10.2002;0;0;-2,2;8;2,1
Venabu;SN13420;10.10.2002;0;0;-3;7,3;3,1
Venabu;SN13420;11.10.2002;0;0;-1,9;8;4,1
Venabu;SN13420;12.10.2002;0;0,1;-2,7;8;3,1
Venabu;SN13420;13.10.2002;0;0,1;-3,5;8;4,1
Venabu;SN13420;14.10.2002;0;0,9;-2,7;8;5,7
Venabu;SN13420;15.10.2002;0;0,9;-4,5;8;5,1
Venabu;SN13420;16.10.2002;0;0,2;-3,3;4,7;7,2
Venabu;SN13420;17.10.2002;0;0;-4,5;7,3;6,2
Venabu;SN13420;18.10.2002;4;1,8;-10,1;3,7;6,2
Venabu;SN13420;19.10.2002;4;0,1;-11,3;5;3,1
Venabu;SN13420;20.10.2002;4;0;-9;2,3;3,1
Venabu;SN13420;21.10.2002;4;0;-7,8;8;2,6
Venabu;SN13420;22.10.2002;4;0,1;-6,3;8;3,6
Venabu;SN13420;23.10.2002;14;8,1;-3,5;8;7,2
Venabu;SN13420;24.10.2002;26;16,2;-1,9;7;8,2
Venabu;SN13420;25.10.2002;26;1,4;-3;7,7;6,2
Venabu;SN13420;26.10.2002;30;18,7;0,2;7;9,3
Venabu;SN13420;27.10.2002;25;1,2;-4,5;3;6,2
Venabu;SN13420;28.10.2002;25;0;-2,8;5,3;6,7
Venabu;SN13420;29.10.2002;25;0;-4,2;1,7;5,7
Venabu;SN13420;30.10.2002;24;0;-9,3;1,3;4,6
Venabu;SN13420;31.10.2002;24;0;-4,2;7;5,1
Venabu;SN13420;01.11.2002;26;2,4;-3,2;3,7;8,2
Venabu;SN13420;02.11.2002;26;0;-11,5;0;3,1
Venabu;SN13420;03.11.2002;26;0;-9,7;5,7;2,6
Venabu;SN13420;04.11.2002;26;0;-12,6;2,7;2,1
Venabu;SN13420;05.11.2002;26;0;-10;1,7;2,6
Venabu;SN13420;06.11.2002;26;0;-4,7;8;6,2
Venabu;SN13420;07.11.2002;30;5,2;-4,8;4,7;4,1
Venabu;SN13420;08.11.2002;32;2;-3,2;8;4,1
Venabu;SN13420;09.11.2002;35;3,5;-6,2;8;5,1
Venabu;SN13420;10.11.2002;35;0,6;-11,3;5,7;3,6
Venabu;SN13420;11.11.2002;36;0,5;-17,2;2,7;1
Venabu;SN13420;12.11.2002;36;0,4;-14,5;7;2,1
Venabu;SN13420;13.11.2002;38;1,5;-10,4;8;2,1
Venabu;SN13420;14.11.2002;39;2,2;-8;8;1,5
Venabu;SN13420;15.11.2002;43;4,7;-5,3;7,3;2,1
Venabu;SN13420;16.11.2002;45;2,7;-4,3;8;1,5
Venabu;SN13420;17.11.2002;45;0,4;-4,2;8;3,1
Venabu;SN13420;18.11.2002;45;0,7;-5,2;6;8,2
Venabu;SN13420;19.11.2002;45;0;-9,2;1,7;9,3
Venabu;SN13420;20.11.2002;45;0;-6,7;5,3;6,7
Venabu;SN13420;21.11.2002;45;0;-5,6;6;8,2
Venabu;SN13420;22.11.2002;46;0,2;-8,6;8;4,6
Venabu;SN13420;23.11.2002;47;0,8;-7,8;8;1,5
Venabu;SN13420;24.11.2002;47;1,5;-6,5;8;2,6
Venabu;SN13420;25.11.2002;48;7;-5,5;8;1,5
Venabu;SN13420;26.11.2002;48;0,3;-7,4;6;2,1
Venabu;SN13420;27.11.2002;48;0;-6,8;2;1
Venabu;SN13420;28.11.2002;48;0;-6,1;8;1
Venabu;SN13420;29.11.2002;49;1,4;-5,8;8;2,1
Venabu;SN13420;30.11.2002;52;3,2;-10,9;8;1,5
Venabu;SN13420;01.12.2002;52;1,8;-9,9;8;0,5
Venabu;SN13420;02.12.2002;53;2;-8,3;8;0,5
Venabu;SN13420;03.12.2002;53;0,1;-5,1;8;0,5
Venabu;SN13420;04.12.2002;54;0,9;-5,6;8;0,5
Venabu;SN13420;05.12.2002;58;4,2;-6,7;8;0,5
Venabu;SN13420;06.12.2002;58;0,1;-8;8;0
Venabu;SN13420;07.12.2002;58;0,5;-10,6;8;0,5
Venabu;SN13420;08.12.2002;58;0,2;-18;5,3;6,7
Venabu;SN13420;09.12.2002;58;0;-10,2;0;0,5
Venabu;SN13420;10.12.2002;58;0;-10,9;1;0
Venabu;SN13420;11.12.2002;58;0;-9,9;0;0,5
Venabu;SN13420;12.12.2002;58;0;-8,7;1;0
Venabu;SN13420;13.12.2002;58;0;-13;0,3;0
Venabu;SN13420;14.12.2002;58;0;-15,6;2,7;0
Venabu;SN13420;15.12.2002;58;0;-14,3;5,3;0,5
Venabu;SN13420;16.12.2002;58;0,5;-15,8;5,7;0
Venabu;SN13420;17.12.2002;58;0;-11,6;4,3;0
Venabu;SN13420;18.12.2002;59;0,8;-10;3;11,8
Venabu;SN13420;19.12.2002;59;0;-1,9;6,7;9,8
Venabu;SN13420;20.12.2002;59;0,2;-5,5;3,7;11,3
Venabu;SN13420;21.12.2002;59;0;-9,8;1,3;8,2
Venabu;SN13420;22.12.2002;59;0;-15,8;4;4,6
Venabu;SN13420;23.12.2002;57;0;-16,4;5,3;2,1
Venabu;SN13420;24.12.2002;57;0,2;-14,3;6,7;2,1
Venabu;SN13420;25.12.2002;57;0,3;-12,5;8;1,5
Venabu;SN13420;26.12.2002;57;0,1;-6,1;6,7;0,5
Venabu;SN13420;27.12.2002;57;0,5;-6,1;8;1
Venabu;SN13420;28.12.2002;59;2,9;-8,2;7,7;1
Venabu;SN13420;29.12.2002;61;4,2;-9,7;8;0
Venabu;SN13420;30.12.2002;62;1,7;-20,6;3;0
Venabu;SN13420;31.12.2002;62;0;-15,5;5;4,1
Venabu;SN13420;01.01.2003;60;0;-7,5;5,7;8,7
Venabu;SN13420;02.01.2003;64;4,7;-16,3;8;4,1
Venabu;SN13420;03.01.2003;66;3,6;-21,2;1,3;3,1
Venabu;SN13420;04.01.2003;66;0;-20,3;3,7;1,5
Venabu;SN13420;05.01.2003;68;3,6;-12,7;3,7;13,4
Venabu;SN13420;06.01.2003;68;0,9;-9,2;5;9,3
Venabu;SN13420;07.01.2003;67;0;-3,8;6;9,3
Venabu;SN13420;08.01.2003;67;0;-3,6;3,3;8,7
Venabu;SN13420;09.01.2003;66;0;-4,4;4;12,3
Venabu;SN13420;10.01.2003;66;0;-12,8;3,7;3,1
Venabu;SN13420;11.01.2003;66;0;-2,6;5,7;7,7
Venabu;SN13420;12.01.2003;66;0,2;-2,6;4,3;6,2
Venabu;SN13420;13.01.2003;67;0,6;-6;6;9,3
Venabu;SN13420;14.01.2003;71;6,6;-1,7;5,3;15,9
Venabu;SN13420;15.01.2003;70;0,2;-2;5,3;10,8
Venabu;SN13420;16.01.2003;67;0;-6;3,3;12,3
Venabu;SN13420;17.01.2003;66;0;-2;6,7;7,7
Venabu;SN13420;18.01.2003;60;0,5;-2,5;3,3;9,3
Venabu;SN13420;19.01.2003;60;0;-4,7;7,7;9,3
Venabu;SN13420;20.01.2003;66;7,8;-5,4;8;8,7
Venabu;SN13420;21.01.2003;73;9,9;-2;8;6,2
Venabu;SN13420;22.01.2003;73;1,4;-1,1;8;4,6
Venabu;SN13420;23.01.2003;73;1,5;-10,4;0,7;8,2
Venabu;SN13420;24.01.2003;73;0;-11;7,3;7,7
Venabu;SN13420;25.01.2003;72;1,1;-2,2;8;11,8
Venabu;SN13420;26.01.2003;78;8,6;-2,8;2,7;10,3
Venabu;SN13420;27.01.2003;78;0,4;-2,7;2,7;10,3
Venabu;SN13420;28.01.2003;78;0;-5,2;5;3,1
Venabu;SN13420;29.01.2003;78;0,3;-9,4;5;10,8
Venabu;SN13420;30.01.2003;78;0;-14,9;2,3;5,7
Venabu;SN13420;31.01.2003;78;0;-16;2,7;4,1
Venabu;SN13420;01.02.2003;78;0,2;-12,2;8;3,1
Venabu;SN13420;02.02.2003;78;0,7;-5,9;8;3,6
Venabu;SN13420;03.02.2003;84;7,2;-6,1;8;3,6
Venabu;SN13420;04.02.2003;94;10,4;-7,4;7,3;1
Venabu;SN13420;05.02.2003;95;0,6;-12,5;3,3;3,1
Venabu;SN13420;06.02.2003;95;0,1;-12,2;2,7;2,6
Venabu;SN13420;07.02.2003;98;4,5;-10,5;7,7;2,1
Venabu;SN13420;08.02.2003;98;0;-4,4;8;2,6
Venabu;SN13420;09.02.2003;98;0,5;-2,1;8;3,6
Venabu;SN13420;10.02.2003;100;2,7;-4,5;8;3,1
Venabu;SN13420;11.02.2003;100;0,1;-5,1;8;1
Venabu;SN13420;12.02.2003;100;0;-4,8;6,3;0,5
Venabu;SN13420;13.02.2003;100;0;-8,3;3,3;1
Venabu;SN13420;14.02.2003;100;0;-9,5;1,3;0,5
Venabu;SN13420;15.02.2003;100;0;-12,5;2,7;0,5
Venabu;SN13420;16.02.2003;100;0;-9,3;2;0
Venabu;SN13420;17.02.2003;100;0;-6,1;2,3;2,1
Venabu;SN13420;18.02.2003;100;0;-4,5;1,3;2,6
Venabu;SN13420;19.02.2003;98;0;-3,8;0,7;2,6
Venabu;SN13420;20.02.2003;98;0;-2,7;0,3;3,1
Venabu;SN13420;21.02.2003;92;0;-5,7;2,3;3,1
Venabu;SN13420;22.02.2003;90;0;-6,8;0,3;3,6
Venabu;SN13420;23.02.2003;90;0;-9,6;0;3,6
Venabu;SN13420;24.02.2003;88;0;-8,7;2;2,1
Venabu;SN13420;25.02.2003;86;0;-4,4;3;3,6
Venabu;SN13420;26.02.2003;85;0;-6,5;2,7;3,1
Venabu;SN13420;27.02.2003;84;0;-8;5;2,1
Venabu;SN13420;28.02.2003;83;0;-8,8;0,7;2,6
Venabu;SN13420;01.03.2003;83;0;-10,9;0,7;2,6
Venabu;SN13420;02.03.2003;81;0;-10,2;8;2,1
Venabu;SN13420;03.03.2003;81;0;-8,7;8;2,1
Venabu;SN13420;04.03.2003;86;0,1;-10,9;8;2,1
Venabu;SN13420;05.03.2003;86;0,6;-9,1;8;3,6
Venabu;SN13420;06.03.2003;87;2,3;-6,3;8;3,1
Venabu;SN13420;07.03.2003;96;12,3;-4,4;8;3,1
Venabu;SN13420;08.03.2003;96;0,1;-3;8;2,1
Venabu;SN13420;09.03.2003;97;1,8;-5;8;1,5
Venabu;SN13420;10.03.2003;97;0,8;-0,5;7,3;6,7
Venabu;SN13420;11.03.2003;94;0;-1,4;4,7;4,6
Venabu;SN13420;12.03.2003;90;0;-4,8;4,3;12,9
Venabu;SN13420;13.03.2003;85;0;0,8;3;7,2
Venabu;SN13420;14.03.2003;82;0;0,1;6,3;4,1
Venabu;SN13420;15.03.2003;81;0;-1,8;6,7;4,6
Venabu;SN13420;16.03.2003;78;0;-0,6;5,7;6,7
Venabu;SN13420;17.03.2003;75;0;0,8;3;9,3
Venabu;SN13420;18.03.2003;73;0;-0,5;2,3;8,7
Venabu;SN13420;19.03.2003;71;0;-0,8;5;11,8
Venabu;SN13420;20.03.2003;69;0;-6,2;6;8,2
Venabu;SN13420;21.03.2003;69;0;-5,7;6,7;4,1
Venabu;SN13420;22.03.2003;69;0,1;-0,5;6;5,1
Venabu;SN13420;23.03.2003;69;0;1,6;4,7;7,7
Venabu;SN13420;24.03.2003;69;0;0;2,3;6,2
Venabu;SN13420;25.03.2003;68;0;-0,2;3;3,6
Venabu;SN13420;26.03.2003;68;0;-0,1;4,7;3,6
Venabu;SN13420;27.03.2003;68;0;0,4;4;7,7
Venabu;SN13420;28.03.2003;66;0;-0,7;5,7;6,7
Venabu;SN13420;29.03.2003;66;0;0,8;5,7;4,6
Venabu;SN13420;30.03.2003;64;0;-3,1;5;9,3
Venabu;SN13420;31.03.2003;64;0,2;-2,9;3,7;9,3
Venabu;SN13420;01.04.2003;64;0,1;-3;8;9,8
Venabu;SN13420;02.04.2003;65;4,3;-2,5;3,3;8,7
Venabu;SN13420;03.04.2003;65;0;-4,6;5,7;10,8
Venabu;SN13420;04.04.2003;67;0,3;-2;3,7;10,3
Venabu;SN13420;05.04.2003;66;0,1;-6,3;3,3;14,4
Venabu;SN13420;06.04.2003;66;0,2;-6;5,3;11,3
Venabu;SN13420;07.04.2003;66;0;-7,9;2,3;9,8
Venabu;SN13420;08.04.2003;66;0;-3,4;1;4,6
Venabu;SN13420;09.04.2003;66;0;-1,8;1,3;9,3
Venabu;SN13420;10.04.2003;66;0;-3;6,3;9,3
Venabu;SN13420;11.04.2003;69;2,5;-5,1;7;8,2
Venabu;SN13420;12.04.2003;70;2,7;-3,4;8;4,6
Venabu;SN13420;13.04.2003;70;0,3;-3,1;2,3;5,1
Venabu;SN13420;14.04.2003;69;0;-0,8;4;4,6
Venabu;SN13420;15.04.2003;68;0;2,3;6,3;3,1
Venabu;SN13420;16.04.2003;68;0;1,9;1,7;3,1
Venabu;SN13420;17.04.2003;66;0;3,7;5;3,6
Venabu;SN13420;18.04.2003;62;0;5,7;1,3;3,6
Venabu;SN13420;19.04.2003;58;0;4,2;1;3,6
Venabu;SN13420;20.04.2003;55;0;4,3;0;3,6
Venabu;SN13420;21.04.2003;50;0;4,4;0,7;3,6
Venabu;SN13420;22.04.2003;46;0;2,7;0,7;4,1
Venabu;SN13420;23.04.2003;40;0;2,7;0,7;6,2
Venabu;SN13420;24.04.2003;38;0;-0,3;5,3;7,7
Venabu;SN13420;25.04.2003;36;0;0,1;4;3,1
Venabu;SN13420;26.04.2003;34;0;-1,3;8;5,1
Venabu;SN13420;27.04.2003;39;5,8;-1,1;8;4,6
Venabu;SN13420;28.04.2003;41;5,3;1,3;7,7;4,1
Venabu;SN13420;29.04.2003;38;0,8;0,3;8;5,1
Venabu;SN13420;30.04.2003;45;10,6;1,1;7,3;4,6
Venabu;SN13420;01.05.2003;43;0,6;-1,1;7,7;8,7
Venabu;SN13420;02.05.2003;43;1,1;-2,2;3,3;6,2
Venabu;SN13420;03.05.2003;41;0;-2,7;8;4,6
Venabu;SN13420;04.05.2003;41;1,5;-1,4;7,7;5,7
Venabu;SN13420;05.05.2003;40;2,1;1,7;8;6,7
Venabu;SN13420;06.05.2003;34;4,8;3,9;6,3;7,2
Venabu;SN13420;07.05.2003;32;0;2,4;6;4,1
Venabu;SN13420;08.05.2003;30;0;0,6;7,7;6,2
Venabu;SN13420;09.05.2003;30;0;3,7;3;6,7
Venabu;SN13420;10.05.2003;27;0;1,4;7,3;7,2
Venabu;SN13420;11.05.2003;25;0,2;3;3;6,7
Venabu;SN13420;12.05.2003;22;4,7;2,6;8;8,2
Venabu;SN13420;13.05.2003;18;16,2;3,5;6,3;6,2
Venabu;SN13420;14.05.2003;17;7,3;1,4;7,3;6,7
Venabu;SN13420;15.05.2003;16;1,5;0,7;7,3;5,7
Venabu;SN13420;16.05.2003;15;0,1;1,4;4,3;7,2
Venabu;SN13420;17.05.2003;13;0;4,2;6;5,1
Venabu;SN13420;18.05.2003;10;0;4,5;5,7;5,7
Venabu;SN13420;19.05.2003;8;1;5,5;7;4,1
Venabu;SN13420;20.05.2003;6;2,4;5,8;6,7;4,1
Venabu;SN13420;21.05.2003;4;8,4;3,9;7,3;4,6
Venabu;SN13420;22.05.2003;0;0,7;5,5;5,3;5,1
Venabu;SN13420;23.05.2003;0;0,1;7,6;6,3;4,6
Venabu;SN13420;24.05.2003;0;3,8;5;8;4,1
Venabu;SN13420;25.05.2003;0;11,7;7;8;4,6
Venabu;SN13420;26.05.2003;0;12,8;7,2;6,7;7,2
Venabu;SN13420;27.05.2003;0;0;5,5;4;6,7
Venabu;SN13420;28.05.2003;0;0;8,3;5;5,7
Venabu;SN13420;29.05.2003;0;0,5;8,4;7,7;6,2
Venabu;SN13420;30.05.2003;0;1,1;8,2;4,3;7,7
Venabu;SN13420;31.05.2003;0;0;6,2;1,7;8,7
Venabu;SN13420;01.06.2003;0;0;8,9;1,3;4,6
Venabu;SN13420;02.06.2003;0;0;13,5;6;5,7
Venabu;SN13420;03.06.2003;0;0;12,6;5,3;5,7
Venabu;SN13420;04.06.2003;0;1,2;13,7;6,3;4,1
Venabu;SN13420;05.06.2003;0;0;12,6;4,7;9,3
